id,rocket mass (kg),time (s),motor type,impulse (N*s),burn out (s),nozzle radius (m),throat radius (m),radius (kg*m^2),distance rocket nozzle (m),distance rocket propellant (m),nose length (m),nose distance to cm (m),fin span (m),fin distance to cm (m),rail length (m),latitude,longitude,Phase 1 - Rail Launch,Phase 2 - Powered Flight,Apogee,Phase 3 - Drogue Parachute Deployment,Phase 4 - Descent Under Drogue Parachute,Phase 5 - Main Parachute Deployment,Phase 6 - Descent Under Main Parachute,Phase 7 - Impact,No. Stages,apogee X,apogee Y,apogee Z,x impact,y impact,impact velocity
11,25,110.36348570501248,Cesaroni_M1400,6258.825000000001,4.47,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.5194926712648008,20.8864692411849,20.895238095238096,20.895238195238097,22.395238095238096,22.395238195238097,110.36348570501248,7,844.9591630108654,-301.4969268762767,1876.3980797236718,1196.7785525189486,382.99857825056495,-20.442482466553926
12,26,103.13581396615044,Cesaroni_M1400,6258.825000000001,4.47,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.5294671004775175,20.346227735264563,20.352380952380955,20.352381052380956,21.852380952380955,21.852381052380956,103.13581396615044,7,803.4420139990702,-291.6704323330986,1759.7625935892133,1140.9203500412914,326.9091918946724,-20.848297119209537
13,21,405.7210070373861,Cesaroni_M1540,6819.0,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.44266465819513123,24.51118438128634,24.514285714285716,26.014285714285716,51.02857142857143,52.52857142857143,405.7210070373861,7,1158.3054569735395,-377.05026935275896,2791.09626058574,2070.851156862282,2925.1986267084085,-5.915452074240765
14,22,389.2246682239282,Cesaroni_M1540,6819.0,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.45249068452727836,23.960067293646983,23.961904761904766,25.461904761904766,42.80952380952381,44.30952380952381,389.2246682239282,7,1110.0990074904712,-370.5000822150417,2629.301732520368,1991.0656329574138,2779.815754564054,-6.054686057669005
15,23,373.9381796775484,Cesaroni_M1540,6819.0,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.46223706607731085,23.40517078995391,23.40952380952381,24.90952380952381,35.17142857142858,36.67142857142858,373.9381796775484,7,1062.343990421386,-362.7772697430809,2475.427041691908,1911.4153487752728,2648.730444951154,-6.190791587441197
16,24,360.1835785384704,Cesaroni_M1540,6819.0,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.47175379251250826,22.850988580165673,22.857142857142858,24.357142857142858,27.514285714285716,29.014285714285716,360.1835785384704,7,1015.4664865860813,-354.14935194324664,2329.7356754807715,1816.545944704343,2544.639830054529,-6.323968160814988
17,25,125.4945047626386,Cesaroni_M1540,6819.0,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.48124449471755015,22.30062675734422,22.304761904761907,22.30476200476191,23.804761904761907,23.80476200476191,125.4945047626386,7,969.7131506764304,-344.82627161081797,2192.0880934787515,1358.441937478195,474.3628144798449,-20.442457781519558
18,26,117.55464695855008,Cesaroni_M1540,6819.0,4.5,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.4906845476454385,21.758044730682858,21.761904761904763,21.761904861904764,23.261904761904763,23.261904861904764,117.55464695855008,7,925.3843027139351,-335.009474497387,2062.6523764205176,1298.6326362193834,410.99463309212797,-20.848323282827664
19,21,382.40683087600945,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.5075146354450052,22.43314799320188,22.43809523809524,23.93809523809524,26.314285714285717,27.814285714285717,382.40683087600945,7,953.4503032720246,-289.03810613146845,2315.9436508917806,1780.2415691284427,2824.3852241174777,-5.915452612122769
20,22,130.6492839572585,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.5178070508648632,21.874253361712775,21.876190476190477,21.876190576190478,23.376190476190477,23.376190576190478,130.6492839572585,7,907.5803512961764,-281.4788907178622,2172.604461162004,1292.4965135311998,599.8786351239393,-19.173953647332873
21,23,121.71219576994834,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.5279588490829832,21.31870173161136,21.323809523809526,21.323809623809527,22.823809523809526,22.823809623809527,121.71219576994834,7,862.9049665050715,-273.1909388253063,2037.6911886289006,1230.4672220382859,525.5232492674463,-19.605872253176145
22,24,113.51558722175162,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.5380849167097628,20.770862514049046,20.771428571428572,20.771428671428573,22.271428571428572,22.271428671428573,113.51558722175162,7,819.7957936966194,-264.4941269471869,1911.242140571938,1171.064916209567,459.0120997596077,-20.028454097784454
23,25,105.99531087970641,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.5479905617188923,20.233639893813393,20.23809523809524,20.238095338095242,21.73809523809524,21.738095338095242,105.99531087970641,7,778.4786074635385,-255.62126543382115,1793.0803231996983,1114.9058882689549,399.1397225320036,-20.442439069095133
24,26,99.10110441187607,Cesaroni_M1670,6026.35,3.9,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.557949579223311,19.70882671819069,19.714285714285715,19.714285814285716,21.214285714285715,21.214285814285716,99.10110441187607,7,738.9823087029712,-246.63895787565525,1682.841381669137,1061.5939357636464,345.54176784601924,-20.848303236643204
25,21,389.2235480740153,Cesaroni_M3100,6131.300424499999,2.0,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.33889645417194303,22.355569400240988,22.361904761904764,23.861904761904764,34.4952380952381,35.9952380952381,389.2235480740153,7,916.0638656633288,-174.43630694823318,2480.1776096161875,1774.7565399198857,3014.230309165108,-5.915448812221843
26,22,374.2637720849472,Cesaroni_M3100,6131.300424499999,2.0,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.34614740464911387,21.8384775594303,21.847619047619048,23.347619047619048,27.03809523809524,28.53809523809524,374.2637720849472,7,873.2921086273218,-170.77421829635622,2340.114966226301,1686.4165002874058,2889.229542935734,-6.054682496986335
27,23,129.1927875003012,Cesaroni_M3100,6131.300424499999,2.0,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.35327776224524143,21.319754369851218,21.323809523809526,21.323809623809527,22.823809523809526,22.823809623809527,129.1927875003012,7,831.429411099669,-166.39280913975415,2206.993092235061,1206.2546956494862,728.3401681906547,-19.605835864561264
28,24,120.96659859415031,Cesaroni_M3100,6131.300424499999,2.0,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.36028801196515287,20.805705242706246,20.80952380952381,20.80952390952381,22.30952380952381,22.30952390952381,120.96659859415031,7,790.942277427661,-161.48793395732272,2081.4990808169887,1149.2955705051659,657.6104445943253,-20.028479933320863
29,25,113.36577191423953,Cesaroni_M3100,6131.300424499999,2.0,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.3673967223035657,20.29727962114858,20.304761904761907,20.30476200476191,21.804761904761907,21.80476200476191,113.36577191423953,7,751.8563104790146,-156.2125514874761,1963.1047205318282,1094.9191726565557,593.3633592484067,-20.44247821531354
30,26,106.36870745357805,Cesaroni_M3100,6131.300424499999,2.0,0.033,0.011,0.0635,-1.255,-0.85704,0.55829,0.71971,0.1,-1.04956,5.2,32.990254,-106.974998,0,0.37420748643199303,19.798331856592085,19.8,19.800000100000002,21.3,21.300000100000002,106.36870745357805,7,714.5056174677227,-150.83345041361528,1851.9895227722288,1043.1142926615632,535.2427993095628,-20.848318047062158
